Unnamed: 0,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_ident,Densidad_cuarta,pH_ident,Sulfatos_cuarta,Alcohol_sqr,CalifProductor_ident,PrecioBotella_log,aleatorio_cuarta,aleatorio2_log,Compra
1831,-0.23,-0.89,-57.8,-0.544,0.9905,2.77,0.28,10.8,2,2.77,R,**,2,0.0,0.566119472,0.156440301,2.364335785,1.13138994,1.19644576,1.208214936,75.83331086,2.430133665,61.70469412,9.498919544,1.519975853,0.178914363,14.75441144,-0.615174568,1
1832,-0.75,0.19,-13.7,0.307,0.98304,2.71,1.27,11.4,3,3.6,MB,Desc,2,0.0,0.165594614,0.791147751,1.688839846,1.307294424,2.51541696,3.920895175,50.09731368,2.339573404,224.2774005,10.58363655,2.279913779,0.563419568,0.108039658,1.005624467,1
1833,-0.29,0.36,8.1,0.045,0.96501,3.61,0.03,5.4,2,1.93,MM,Desc,1,7.692307692,0.382587774,0.116935148,2.286393946,1.329316297,3.167425399,3.085733927,14.70556747,3.697977316,41.18156576,2.37488399,1.519975853,-0.464560354,3.077764985,-0.906224822,1
1834,0.16,-0.19,6.1,-0.185,0.96557,3.32,2.01,10.1,2,5.78,B,**,1,7.692307692,0.416052112,0.259072234,2.870957739,1.253591807,3.107608111,2.352577105,15.37170009,3.260269389,474.6261179,8.307520067,1.519975853,1.172322707,4.304241921,-0.110747669,1
1835,0.27,1.48,2.4,-0.868,0.9962,3.2,0.45,12.0,5,1.57,R,*,2,7.692307692,0.429033218,0.486158712,3.013851111,1.452600436,2.996946128,0.175420109,101.3579026,3.079148867,79.49504952,11.72698507,3.799789632,-0.95400808,4.867069796,0.518676602,0
1836,1.6,0.27,2.1,-0.469,0.95185,2.19,0.86,12.0,3,3.14,R,Desc,3,0.0,0.764788049,0.873749449,4.741561877,1.31779527,2.987973535,1.447287813,4.368818797,1.55471781,138.0772049,11.72698507,2.279913779,0.368726188,49.14079709,1.104933127,0
1837,0.51,0.02,27.7,0.078,1.03051,3.58,0.62,10.4,2,2.59,B,Desc,3,0.0,0.701758967,0.613566799,3.325618467,1.284099801,3.753634821,3.190925992,413.4135495,3.652697185,100.8804395,8.808347926,1.519975853,0.071678299,34.83635452,0.751429667,0
1838,0.18,0.31,-44.5,0.291,1.03452,4.41,1.24,9.0,3,3.02,R,**,3,7.692307692,0.203978024,0.453474293,2.896938352,1.32295291,1.594230725,3.869892962,473.7306624,4.90544746,216.8742996,6.596557518,2.279913779,0.311021979,0.248715552,0.449080369,1
1839,0.345,0.27,27.8,-0.142,0.99486,3.31,0.56,6.7,2,2.15,M,*,1,0.0,0.190990697,0.32684931,3.111278409,1.31779527,3.756625686,2.489645554,94.85238086,3.245176012,92.89422951,3.655893614,1.519975853,-0.252258161,0.191173093,0.121642898,1
1840,-0.2,0.45,2.6,0.119,0.99708,2.2,1.49,5.4,7,1.01,M,Desc,2,0.0,0.252361112,0.228735812,2.403306705,1.340545326,3.002927857,3.321619165,105.8085052,1.569811187,284.5149096,2.37488399,5.319665484,-4.982625886,0.582686826,-0.235285792,0
1841,-1.09,1.19,-21.1,-0.29,0.99668,3.85,0.42,9.1,2,1.67,M,Desc,3,0.0,0.024624895,0.144470927,1.247169425,1.42366426,2.294092994,2.017875078,103.7677168,4.060218359,76.10687611,6.743956304,1.519975853,-0.792405477,5.29e-05,-0.694769596,1
1842,0.28,-0.46,11.9,0.298,1.03878,3.02,0.74,10.4,2,5.85,M,***,1,0.0,0.618710359,0.093512377,3.026841417,1.210767098,3.281078246,3.89220643,544.7974066,2.807468085,118.3862326,8.808347926,1.519975853,1.186860418,21.04918292,-1.129745821,1
1843,0.31,0.49,11.1,-0.288,0.91473,4.1,0.58,8.2,5,2.61,R,Desc,3,0.0,0.505704953,0.005195713,3.065812337,1.345446702,3.257151331,2.024250355,1e-16,4.437552779,95.50154369,5.475998731,3.799789632,0.084177305,9.394717453,-4.01960784,1
1844,0.64,0.23,109.9,0.114,0.99538,3.36,-2.32,10.9,3,1.98,B,*,2,0.0,0.93661342,0.197616665,3.494492452,1.31257635,6.212125358,3.305680973,97.33853229,3.320642896,1e-16,9.67563408,2.279913779,-0.412200487,110.5384114,-0.381522843,1
1845,1.38,-0.8,1.0,0.096,0.99728,3.78,-1.76,14.7,1,6.04,MM,Desc,3,0.0,0.330293869,0.740235912,4.455775133,1.149400732,2.955074027,3.248303483,106.8401143,3.954564721,0.132862585,17.59761819,0.760037926,1.225286645,1.709714919,0.939108852,1
1846,-0.21,0.3,-57.3,0.025,0.9949,3.11,-0.89,9.0,2,2.39,R,**,1,0.0,0.290008005,0.704470969,2.390316398,1.321669153,1.211400082,3.02198116,95.04191364,2.943308476,5.64702452,6.596557518,1.519975853,-0.062738577,1.016183897,0.88958719,1
1847,1.87,0.22,-18.4,0.21,0.98001,3.42,0.76,9.5,9,1.42,R,Desc,1,0.0,0.12900609,0.902887269,5.092300152,1.311261844,2.374846333,3.611694255,41.78312433,3.411203157,121.511678,7.349837975,6.839541337,-1.259297016,0.03979998,1.137737089,0
1848,0.46,0.22,106.8,0.047,0.952735,3.71,0.29,10.5,2,1.68,MM,*,3,0.0,0.74588198,0.036013397,3.260666934,1.311261844,6.119408561,3.092109203,4.800564523,3.848911084,62.65945365,8.978547851,1.519975853,-0.777593639,44.4589428,-2.083911235,1
1849,0.57,0.02,1.8,0.067,0.997,5.26,0.55,9.5,2,1.0,M,Desc,1,7.692307692,0.071313582,0.110955966,3.403560306,1.284099801,2.979000942,3.15586197,105.3979604,6.188384488,91.61077724,7.349837975,1.519975853,-9.210340372,0.003717841,-0.958709883,0
1850,0.43,0.36,9.2,-0.08,0.9976,3.44,0.3,9.4,2,3.54,R,Desc,2,0.0,0.819171349,0.730583097,3.221696015,1.329316297,3.200324907,2.687279132,108.5063564,3.44138991,63.62525033,7.195924578,1.519975853,0.540073548,64.68068794,0.925982934,0
1851,0.72,-0.72,6.55,0.026,0.99244,2.92,0.35,8.1,3,1.42,R,Desc,3,7.692307692,0.500336807,0.109292162,3.598414904,1.164728598,3.121067001,3.025168798,83.90291215,2.656534317,68.62276806,5.34325782,2.279913779,-1.259297016,9.002129243,-0.973818321,0
1852,0.13,0.39,19.1,0.034,0.99121,1.5,0.6,15.2,2,2.12,M,**,3,0.0,0.319643227,0.062501041,2.831986819,1.333090894,3.496420483,3.050669905,78.71578651,0.513274811,98.16336223,18.8150647,1.519975853,-0.278687971,1.499637351,-1.532644794,1
1853,1.64,0.2,-97.1,0.581,0.97015,2.46,0.58,6.6,3,6.93,R,**,3,0.0,0.377510923,0.73490443,4.793523103,1.30862091,0.021036051,4.794308084,21.70493904,1.962238984,95.50154369,3.547582496,2.279913779,1.387900368,2.917629148,0.931880402,1
1854,0.26,0.43,-1.7,0.022,0.98487,1.87,1.3,11.5,3,5.8,R,*,2,0.0,0.334178291,0.961434004,3.000860804,1.338074341,2.874320688,3.012418245,55.68505334,1.071729753,231.8684343,10.77012301,2.279913779,1.176497949,1.791569622,1.20056516,1
1855,0.7,0.44,38.9,0.031,0.9929,2.86,-0.39,10.4,5,2.3,B,***,3,7.692307692,0.039117342,0.287405899,3.572434291,1.339311543,4.088611634,3.04110699,85.90718909,2.565974056,18.73594336,8.808347926,3.799789632,-0.129670689,0.000336801,-0.006959923,1
1856,0.44,-1.75,5.45,0.214,0.98984,3.13,0.18,13.0,2,3.99,R,**,3,0.0,0.025665265,0.555291388,3.234686321,0.886450186,3.088167492,3.624444808,73.22551483,2.973495229,52.74573225,13.76285814,1.519975853,0.703174085,6.25e-05,0.651633901,1
1857,0.8,-0.34,8.5,0.059,1.04,4.01,2.61,13.8,2,2.02,M,Desc,3,0.0,0.028482201,0.554169168,3.702337356,1.230353702,3.179388857,3.130360864,566.5469641,4.301712388,797.5964184,15.50881961,1.519975853,-0.372201075,9.47e-05,0.649610907,0
1858,-0.65,0.32,6.5,-0.066,0.96211,2.44,0.48,9.4,2,1.01,R,*,3,0.0,0.415532455,0.763336409,1.818742912,1.32423294,3.119571569,2.731906069,11.59541689,1.93205223,82.99511098,7.195924578,1.519975853,-4.982625886,4.282778634,0.969838664,1
1859,0.2,1.88,0.9,-0.442,0.99062,2.92,-2.32,11.1,4,1.61,R,***,3,0.0,0.174083167,0.033205218,2.922918965,1.489876063,2.952083162,1.533354048,76.31483803,2.656534317,1e-16,10.03394911,3.039851705,-0.886202507,0.13195261,-2.16509008,1
1860,0.53,-0.45,-55.0,0.076,1.00504,3.2,-1.11,13.2,1,3.69,M,**,2,0.0,0.914563725,0.116423636,3.35159908,1.212435897,1.280189963,3.184550716,153.0399305,3.079148867,2.894926182,14.18957659,0.760037926,0.597447412,100.4912518,-0.910608663,1
1861,0.695,0.13,-31.2,0.631,1.00412,3.29,-0.95,9.4,3,3.02,B,**,3,0.0,0.270634285,0.883703394,3.565939137,1.299249432,1.99201569,4.953690002,146.8985971,3.214989258,4.757323971,7.195924578,2.279913779,0.311021979,0.770672584,1.116260916,1
1862,2.45,-0.33,34.2,0.038,0.97194,3.24,0.93,10.1,2,2.43,B,*,3,0.0,0.752019989,0.998473015,5.84573793,1.231944268,3.948041007,3.063420458,24.64777708,3.139522374,150.6419259,8.307520067,1.519975853,-0.034370858,45.94052251,1.238366278,1
1863,0.6,0.04,-56.1,-0.16,1.02302,3.45,1.61,8.4,3,3.42,R,Desc,1,0.0,0.634567552,0.13680034,3.442531226,1.286894274,1.247290455,2.432268064,316.3782395,3.456483287,322.0876237,5.746366511,2.279913779,0.491679897,23.29142746,-0.749324547,0
1864,1.02,0.85,16.2,0.632,0.9987,1.8,0.36,6.9,3,2.37,MM,**,1,0.0,0.054365689,0.823768217,3.988124099,1.387322706,3.409685415,4.95687764,114.3830658,0.966076115,69.65657842,3.87740181,2.279913779,-0.07723003,0.001256067,1.046028816,1
1865,0.63,-0.06,13.0,0.29,0.97928,3.05,0.67,8.7,3,1.19,R,Desc,1,0.0,0.02283105,0.526716348,3.481502145,1.272735392,3.313977755,3.866705323,39.94533681,2.852748215,107.9198867,6.164133077,2.279913779,-2.052101284,3.91e-05,0.598803281,1
1866,-0.9,-0.68,-88.3,1.006,0.95734,3.24,0.52,9.5,2,2.5,R,**,2,0.0,0.194250359,0.334478416,1.493985249,1.172170932,0.284232118,6.149054385,7.585126308,3.139522374,87.84012279,7.349837975,1.519975853,0.013414976,0.204561071,0.144715855,1
1867,-2.05,1.62,-31.2,0.04,0.99026,5.26,0.39,4.7,1,2.29,R,Desc,3,0.0,0.499776706,0.420146492,0.0001,1.465971968,1.99201569,3.069795735,74.87709632,6.188384488,72.82818044,1.799115273,0.760037926,-0.137391852,8.96188841,0.372745611,1
1868,2.39,0.42,-22.7,0.081,0.99179,3.2,-0.1,5.7,6,4.44,M,*,1,0.0,0.338863396,0.129666026,5.767796091,1.336833698,2.246239164,3.200488907,81.13082679,3.079148867,32.7979968,2.646071804,4.559727558,0.843365693,1.8941673,-0.802884042,0
1869,0.2,0.27,23.8,-0.464,0.9941,3.46,0.44,5.5,3,2.85,M,*,1,0.0,0.882828745,0.076990527,2.922918965,1.31779527,3.63699111,1.463226004,91.30482317,3.471576664,78.35334595,2.463651275,2.279913779,0.22311684,87.25277176,-1.32415221,1
1870,0.99,0.4,41.4,0.295,0.99174,4.37,-1.13,11.1,3,1.16,M,**,2,0.0,0.99101988,0.752827288,3.949153179,1.334341997,4.163383244,3.882643515,80.9204733,4.845073952,2.708233443,10.03394911,2.279913779,-2.223805598,138.5478171,0.955975703,1
1871,-0.92,0.58,5.0,0.073,0.9984,3.18,0.82,8.7,2,3.43,B,****,3,7.692307692,0.731434948,0.119065045,1.468004636,1.356283063,3.074708603,3.174987801,112.7572268,3.048962113,131.2601043,6.164133077,1.519975853,0.495803363,41.11328454,-0.888174709,1
1872,0.22,0.31,-49.5,0.864,0.99704,3.14,1.73,10.6,2,3.1,R,Desc,3,0.0,0.879376037,0.431171369,2.948899578,1.32295291,1.444687505,5.696409739,105.6030832,2.988588606,363.2642951,9.150376429,1.519975853,0.349859021,85.89581258,0.398647656,0
1873,1.63,0.26,37.2,-0.055,0.97315,3.3,0.46,7.1,2,5.5,M,*,3,0.0,0.531636737,0.196497316,4.780532796,1.316496351,4.037766939,2.766970091,26.79998569,3.230082635,80.64918489,4.105424617,1.519975853,1.111961484,11.4749915,-0.387203126,1
1874,0.24,0.43,5.4,-0.315,0.99045,3.15,0.38,18.5,2,1.56,R,***,1,0.0,0.455635994,0.055561949,2.974880191,1.338074341,3.08667206,1.938184119,75.63334857,3.003681983,71.75919745,27.87137695,1.519975853,-0.971703021,6.191167155,-1.650325033,1
1875,0.24,0.34,51.4,0.254,0.98056,3.29,0.59,8.8,2,5.61,M,***,1,0.0,0.897643676,0.556311495,2.974880191,1.326781922,4.462469684,3.751950343,43.20909574,3.214989258,96.82559289,6.306645904,1.519975853,1.136111159,93.25857984,0.653469274,1
1876,0.58,0.08,58.8,0.048,0.9759,3.38,2.16,10.0,3,2.04,B,**,3,0.0,0.93511966,0.762854987,3.416550613,1.29242923,4.683793649,3.095296842,32.2135688,3.350829649,543.8897289,8.143834753,2.279913779,-0.352785779,109.8349378,0.969207785,1
1877,0.15,0.24,54.7,-0.464,0.9951,3.59,0.31,0.8,3,3.16,M,**,1,0.0,0.367324766,0.641875403,2.857967433,1.313886918,4.561168209,1.463226004,95.99384169,3.667790562,64.6021689,0.052162558,2.279913779,0.37802794,2.61525907,0.796534578,1
1878,0.16,0.48,-15.6,0.047,0.9933,3.39,0.54,11.0,2,4.05,M,***,3,0.0,0.345112507,0.916637872,2.870957739,1.344226379,2.458590536,3.092109203,87.67903944,3.365923026,90.34067054,9.853977269,1.519975853,0.723041314,2.037798007,1.152851837,1
1879,0.39,-0.57,56.2,0.513,0.99859,3.26,0.55,10.9,5,5.31,R,Desc,2,7.692307692,0.322819717,0.560758464,3.169734789,1.191937612,4.606031175,4.577548676,113.7848973,3.169709128,91.61077724,9.67563408,3.799789632,1.068823441,1.560140273,0.66143113,0
1880,0.24,2.9,1.8,0.273,1.04665,3.9,0.24,10.2,4,1.0,MB,****,2,0.0,0.167341331,0.265527184,2.974880191,1.574020265,2.979000942,3.812515471,696.7682979,4.135685243,57.99434418,8.472834034,3.039851705,-9.210340372,0.11267035,-0.08613757,1
1881,-0.9,0.09,-3.8,0.046,1.01245,4.98,0.51,9.4,3,1.38,R,***,2,0.0,0.650239052,0.701128021,1.493985249,1.293801917,2.811512535,3.088921565,209.7932345,5.765769937,86.60949705,7.195924578,2.279913779,-1.359343392,25.67886895,0.884830579,1
1882,0.26,0.49,2.3,0.037,0.9954,1.63,0.99,12.1,2,6.65,R,**,1,0.0,0.116787381,0.535959385,3.000860804,1.345446702,2.993955264,3.06023282,97.43511916,0.70948871,162.0777846,11.92324344,1.519975853,1.339532937,0.026732916,0.616199427,0
1883,0.45,-0.12,1.5,-0.219,0.96728,1.84,0.73,11.5,5,1.08,MB,Desc,1,7.692307692,0.531724792,0.242970068,3.247676628,1.264007885,2.970028349,2.244197401,17.54638933,1.026449622,116.846316,10.77012301,3.799789632,-2.916028961,11.48259557,-0.174915771,0
1884,0.72,0.18,13.0,0.033,1.02552,3.37,1.31,11.3,4,1.0,R,****,1,0.0,0.466466565,0.795218663,3.598414904,1.305963889,3.313977755,3.047482266,346.6207121,3.335736273,234.4410862,10.39877875,3.039851705,-9.210340372,6.801132156,1.010756837,1
1885,0.28,-0.52,2.1,0.137,0.99376,4.09,0.4,17.5,4,1.45,M,Desc,3,0.0,0.377047225,0.070391619,3.026841417,1.200606396,2.987973535,3.378996655,89.75039488,4.422459402,73.90906251,24.93974483,3.039851705,-1.190327631,2.903321168,-1.413757728,0
1886,0.04,0.52,1.7,0.421,1.03751,3.27,0.37,15.7,3,1.15,B,**,2,7.692307692,0.21573598,0.575217775,2.715074061,1.349087888,2.976010077,4.284285948,522.8280086,3.184802505,70.70202589,20.07322752,2.279913779,-2.288282504,0.311209566,0.686889474,1
1887,0.14,0.3,1.3,-0.182,0.99268,2.64,1.37,4.0,3,1.61,M,*,3,16.66666667,0.030098132,0.284527045,2.844977126,1.321669153,2.96404662,2.36214002,84.9441941,2.233919766,250.3294628,1.303150544,2.279913779,-0.886202507,0.0001181,-0.017027036,1
1888,0.27,0.46,17.55,0.052,1.03123,3.01,0.52,8.9,3,1.0,B,**,2,7.692307692,0.317950073,0.057772678,3.013851111,1.341775712,3.450062085,3.108047395,423.7932048,2.792374708,87.84012279,6.450787384,2.279913779,-9.210340372,1.468115967,-1.61130917,1
1889,0.61,-0.94,7.7,0.096,1.02389,3.56,0.72,9.2,2,1.0,B,**,2,0.0,0.340472928,0.057592732,3.455521532,1.121000227,3.155461941,3.248303483,326.668283,3.622510432,115.3214715,6.892983742,1.519975853,-9.210340372,1.93041057,-1.614428638,1
1890,0.85,0.48,57.2,-0.083,0.9951,2.66,0.38,9.3,2,3.25,M,*,1,0.0,0.825417401,0.21725427,3.767288888,1.344226379,4.635939819,2.677716217,95.99384169,2.26410652,71.75919745,7.043639834,1.519975853,0.418847194,66.67604942,-0.286784542,1
1891,1.5,0.53,25.9,0.081,1.03467,3.59,0.82,5.6,2,1.46,B,Desc,3,0.0,0.219842241,0.7682791,4.611658812,1.35029509,3.699799262,3.200488907,476.1078776,3.667790562,131.2601043,2.554047213,1.519975853,-1.168355873,0.335586879,0.976292887,0
1892,0.31,1.81,1.4,0.035,0.98836,3.0,0.4,11.3,2,1.22,M,*,3,0.0,0.939725883,0.85633609,3.065812337,1.483553447,2.967037484,3.053857543,67.62258702,2.777281331,73.90906251,10.39877875,1.519975853,-1.905603965,112.0150506,1.084802444,1
1893,0.235,0.02,15.1,0.175,0.91473,4.01,0.86,10.5,2,1.0,MB,Desc,3,0.0,0.387491443,0.270273656,2.968385038,1.284099801,3.376785907,3.500126913,1e-16,4.301712388,138.0772049,8.978547851,1.519975853,-9.210340372,3.238610565,-0.068419952,0
1894,-1.05,0.46,63.4,0.285,1.00113,3.73,0.7,9.6,4,1.01,R,***,2,0.0,0.133962057,0.549027516,1.299130651,1.341775712,4.821373412,3.850767132,128.2090245,3.879097837,112.316604,7.505380025,3.039851705,-4.982625886,0.046276651,0.640289507,1
1895,0.17,0.44,14.1,0.053,1.01715,4.16,0.75,8.8,4,1.03,B,****,1,0.0,0.727188652,0.596189459,2.883948046,1.339311543,3.346877263,3.111235034,253.1597376,4.52811304,119.9413202,6.306645904,3.039851705,-3.893784974,40.16686349,0.722699132,1
1896,0.26,2.9,38.8,-0.029,0.9976,3.03,2.01,10.2,4,1.03,MM,Desc,2,0.0,0.69571675,0.729622884,3.000860804,1.574020265,4.08562077,2.849848688,108.5063564,2.822561461,474.6261179,8.472834034,3.039851705,-3.893784974,33.65200711,0.924667763,1
1897,0.81,0.3,1.4,0.042,0.9954,3.15,0.46,9.1,5,4.73,M,*,3,0.0,0.64902442,0.217673993,3.715327662,1.321669153,2.967037484,3.076171012,97.43511916,3.003681983,80.64918489,6.743956304,3.799789632,0.924299111,25.48753999,-0.284854482,1
1898,0.21,0.31,-45.2,0.039,0.95053,4.72,0.8,10.6,2,2.0,M,Desc,1,16.66666667,0.725709075,0.6448366,2.935909272,1.32295291,1.573294674,3.066608097,3.77979894,5.37334214,127.9478103,9.150376429,1.519975853,-0.3920008,39.84096374,0.801137306,1
1899,0.23,1.83,-70.75,-0.45,0.97801,3.33,0.54,10.2,2,3.86,R,**,3,7.692307692,0.606289027,0.077301102,2.961889885,1.485368157,0.80912882,1.507852941,36.89337359,3.275362765,90.34067054,8.472834034,1.519975853,0.658724572,19.40909869,-1.320126501,1
1900,2.65,1.76,-22.9,0.281,1.01267,3.08,0.39,10.5,4,2.0,R,*,1,0.0,0.674412975,0.036086214,6.10554406,1.478987303,2.240257435,3.838016578,211.6888296,2.898028345,72.82818044,8.978547851,3.039851705,-0.3920008,29.7156995,-2.081891448,1
1901,-0.41,0.33,57.5,0.03,0.9765,3.18,2.04,13.8,1,1.36,R,****,2,0.0,0.446657198,0.675246376,2.130510268,1.325509269,4.644912412,3.037919351,33.49612867,3.048962113,487.9167737,15.50881961,0.760037926,-1.413388982,5.717404292,0.847217827,1
1902,0.29,1.24,13.2,0.046,1.01327,2.55,0.37,9.7,4,1.07,M,*,2,0.0,0.25972222,0.524930675,3.039831724,1.428779792,3.319959483,3.088921565,216.9239467,2.098079375,70.70202589,7.662550728,3.039851705,-3.049296563,0.65370083,0.595407336,1
1903,0.28,0.26,-14.3,-0.554,0.97957,3.32,1.93,13.0,2,1.79,R,*,1,0.0,0.94983159,0.496518639,3.026841417,1.316496351,2.497471773,1.176338553,40.66800016,3.260269389,440.5107066,13.76285814,1.519975853,-0.627683794,116.9116457,0.539762392,1
1904,0.25,1.28,1.4,0.405,0.9935,3.11,1.38,9.5,2,4.05,R,Desc,2,0.0,0.952797024,0.917152106,2.987870498,1.432833012,2.967037484,4.233283734,88.57517284,2.943308476,253.0540434,7.349837975,1.519975853,0.723041314,118.3784965,1.153412678,1
1905,0.51,0.37,-9.7,0.036,0.98853,3.09,0.49,12.7,1,2.89,R,*,1,0.0,0.095997133,0.719570845,3.325618467,1.330578067,2.635051536,3.057045181,68.24925064,2.913121722,84.18708252,13.13499536,0.760037926,0.244506336,0.012205146,0.910794987,0
1906,-0.58,-0.54,-24.6,0.043,0.99206,3.21,0.79,8.7,4,1.63,B,***,3,7.692307692,0.716480137,0.8405381,1.909675057,1.197161458,2.18941274,3.07935865,82.27383128,3.094242244,126.3153715,6.164133077,3.039851705,-0.853949346,37.85268517,1.066181846,1
1907,-0.62,1.53,29.9,0.083,1.0431,2.54,-0.17,9.4,3,1.8,R,*,3,0.0,0.071387543,0.371794799,1.857713831,1.457418307,3.819433838,3.206864184,624.7422997,2.082985998,28.8530431,7.195924578,2.279913779,-0.615107354,0.003733285,0.250484936,1
1908,0.51,0.36,-8.2,0.552,0.9975,2.15,0.76,11.0,3,1.33,R,**,2,0.0,0.75209522,0.748400353,3.325618467,1.329316297,2.679914502,4.701866572,107.9835773,1.494344303,121.511678,9.853977269,2.279913779,-1.500362997,45.95890815,0.95007795,1
1909,1.385,0.26,-31.3,0.21,0.99094,3.68,1.17,10.6,1,1.7,M,**,3,0.0,0.569996971,0.417556023,4.462270287,1.316496351,1.989024826,3.611694255,77.61012362,3.803630953,200.3137279,9.150376429,0.760037926,-0.74861232,15.16279987,0.366560924,1
1910,0.68,-2.27,-40.4,0.027,0.99228,2.45,1.51,12.5,2,6.98,M,***,2,0.0,0.772549602,0.0978896,3.546453678,0.1,1.716856165,3.028356436,83.21406274,1.947145607,290.5360329,12.72456344,1.519975853,1.396296515,51.1661788,-1.084000362,1
1911,0.44,0.44,-12.6,0.048,0.99955,1.77,0.54,11.6,2,1.0,R,***,3,0.0,0.407542649,0.86401665,3.234686321,1.339311543,2.548316468,3.095296842,119.0851643,0.920795985,90.34067054,10.95823811,1.519975853,-9.210340372,3.962773807,1.093731532,1
1912,-0.995,-1.12,-60.35,0.537,0.989,2.34,2.21,12.8,2,1.0,R,****,3,7.692307692,0.955038468,0.521817118,1.370577337,1.080981662,1.120178718,4.654051997,70.00446698,1.781118462,568.5795199,13.3426543,1.519975853,-9.210340372,119.4963526,0.589458332,1
1913,-0.01,0.28,2.2,0.042,0.99166,2.45,-2.1,17.8,3,1.66,R,**,2,0.0,0.864952678,0.857413718,2.650122528,1.319090359,2.990964399,3.076171012,80.58475886,1.947145607,0.003168006,25.80213361,2.279913779,-0.807440008,80.39765057,1.086060066,1
1914,1.91,0.06,-18.2,0.004,1.01996,3.32,-1.17,13.8,1,1.08,R,**,1,16.66666667,0.539774484,0.128101259,5.144261379,1.28967066,2.380828062,2.955040754,282.106225,3.260269389,2.362078478,15.50881961,0.760037926,-2.916028961,12.19385754,-0.815024907,1
1915,-0.58,0.26,5.6,0.044,0.9949,3.6,0.47,10.6,2,2.97,B,*,1,0.0,0.181378014,0.336403489,1.909675057,1.316496351,3.092653789,3.082546288,95.04191364,3.682883939,81.81584196,9.150376429,1.519975853,0.28595987,0.15549755,0.150454766,1
1916,0.08,0.46,-33.5,0.226,0.9941,4.19,0.49,9.5,4,1.11,R,*,2,7.692307692,0.342497549,0.087357723,2.767035287,1.341775712,1.923225809,3.662696469,91.30482317,4.57339317,84.18708252,7.349837975,3.039851705,-2.598079024,1.976736456,-1.197826525,1
1917,0.49,0.4,-59.5,0.027,0.94855,3.12,-0.58,11.3,4,1.76,B,*,3,0.0,0.673960265,0.86649374,3.299637854,1.334341997,1.145601065,3.028356436,3.010497698,2.958401853,12.3780559,10.39877875,3.039851705,-0.666390912,29.63599319,1.096594371,1
1918,1.28,0.32,7.4,0.552,1.00893,3.19,0.5,11.7,2,2.29,MB,***,3,0.0,0.639316544,0.590708543,4.325872068,1.32423294,3.146489348,4.701866572,181.1602713,3.06405549,85.39184747,11.14798187,1.519975853,-0.137391852,23.99651293,0.713463402,1
1919,0.33,0.2,37.2,0.364,1.01359,3.41,0.26,4.6,2,1.02,B,Desc,1,7.692307692,0.651187415,0.230159833,3.09179295,1.30862091,4.037766939,4.102590562,219.7553939,3.39610978,59.8279492,1.723377211,1.519975853,-4.296798272,25.82900238,-0.229079534,1
1920,-0.89,0.95,4.1,0.581,1.00523,3.21,0.69,13.8,6,3.66,R,Desc,1,0.0,0.886482594,0.963489675,1.506975555,1.398307615,3.047790823,4.794308084,154.3318648,3.094242244,110.8363847,15.50881961,4.559727558,0.586232961,88.70622611,1.202701002,0
1921,0.225,0.54,11.3,0.677,0.9918,3.16,0.4,12.1,2,1.74,M,*,1,0.0,0.304518165,0.379731662,2.955394731,1.351499064,3.26313306,5.100321366,81.17294666,3.01877536,73.90906251,11.92324344,1.519975853,-0.693053896,1.235324328,0.271607576,0
1922,0.17,0.3,22.7,0.56,0.99095,3.02,-1.26,20.2,2,1.18,B,****,1,7.692307692,0.146742589,0.198493789,2.883948046,1.321669153,3.604091601,4.727367679,77.65086515,2.807468085,1.705054714,33.22892737,1.519975853,-2.106125261,0.066625862,-0.377094199,1
1923,1.3,0.28,1.2,0.05,1.02732,2.74,0.69,11.1,2,1.45,R,****,1,0.0,0.330324765,0.534401569,4.351852681,1.319090359,2.961055755,3.101672118,369.7012284,2.384853534,110.8363847,10.03394911,1.519975853,-1.190327631,1.710354681,0.613288614,1
1924,0.2,2.76,6.4,0.655,1.02486,2.37,0.82,13.7,4,1.47,R,****,1,7.692307692,0.665148725,0.401826984,2.922918965,1.56325465,3.116580704,5.030193323,338.4348353,1.826398593,131.2601043,15.28487414,3.039851705,-1.146856511,28.11628049,0.328164015,1
1925,0.42,0.46,8.4,-0.119,0.99495,3.18,-0.69,9.7,2,2.11,M,**,2,7.692307692,0.741750042,0.099872674,3.208705708,1.341775712,3.176397992,2.562961237,95.27922888,3.048962113,9.532616335,7.662550728,1.519975853,-0.287655451,43.48196664,-1.063945006,1
1926,0.26,-0.72,8.2,-0.441,0.98732,2.75,2.2,13.6,3,4.2,R,Desc,2,7.692307692,0.720803127,0.580661685,3.000860804,1.164728598,3.170416263,1.536541687,63.88231311,2.399946911,563.5756523,15.06255732,2.279913779,0.771048259,38.77452677,0.69630902,0
1927,0.2,-2.27,1.9,0.015,1.00033,3.37,2.23,12.1,1,2.59,M,**,1,0.0,0.698505774,0.778170207,2.922918965,0.1,2.981991806,2.990104776,123.5262243,3.335736273,578.6871445,11.92324344,0.760037926,0.071678299,34.19487245,0.989085048,1
