,month,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,lat,long,bedrooms_cont,log_sqft_lot,year,floors,waterfront,view,condition,basement,yr_renovated,bedrooms_cat,prop_missings,price,Luxury
895,8,5,4.0,3870,5929.0,3870,2014,47.6965,-122.134,5.0,8.687610843707368,2014,2.0,0,0,B,0,0,5,0.0,1299890,1
896,6,4,3.0,3130,115434.0,3130,1981,47.3535,-122.19,4.0,11.725695395856878,2014,2.0,0,0,CD,0,0,4,0.0,565000,1
897,5,5,3.5,2800,3200.0,1910,1932,47.6421,-122.35,5.0,8.070906088787819,2014,1.5,0,0,A,1,1,5,0.0,1307000,1
898,6,3,2.0,2340,4206.0,1170,1917,47.5759,-122.288,3.0,8.344267356262645,2014,1.0,0,0,A,1,0,3,0.0,640000,1
899,8,3,2.5,3020,5868.0,3020,2003,47.3361,-122.175,3.0,8.677269139262872,2014,2.0,0,0,B,0,0,3,0.0,275000,0
900,6,2,1.0,690,5280.0,690,1942,47.4953,-122.187,2.0,8.571681376700306,2014,1.0,0,0,CD,0,0,2,0.0,139000,0
901,11,4,2.5,2290,9120.0,2290,1977,47.5613,-122.128,4.0,9.118225083068378,2014,2.0,0,0,CD,0,0,4,0.0,660000,1
902,6,5,3.5,3490,9680.0,2460,1980,47.7757,-122.391,5.0,9.177817180270623,2014,2.0,0,1,B,1,0,5,0.0,941500,1
903,5,3,2.0,2390,6888.0,2390,1939,47.6839,-122.274,3.0,8.837536046107568,2014,2.0,0,1,A,0,0,3,0.0,1100000,1
904,9,3,2.5,2140,10256.0,2140,1987,47.3751,-122.044,3.0,9.23561817916045,2014,2.0,0,0,B,0,0,3,0.0,393000,0
905,7,3,1.0,1120,10576.0,1120,1969,47.7575,-122.072,3.0,9.266342562091468,2014,1.0,0,0,CD,0,0,3,0.0,320000,0
906,11,3,1.0,1570,11752.0,1570,1930,47.7686,-122.348,3.0,9.371778717853713,2014,1.5,0,0,A,0,0,3,0.0,415000,0
907,6,4,3.0,3610,8580.0,3610,2014,47.6706,-122.173,4.0,9.057189192482008,2014,2.0,0,0,B,0,0,4,0.0,982000,1
908,9,3,2.5,2070,3986.0,2070,1999,47.5348,-121.877,3.0,8.29054350077274,2014,2.0,0,0,B,0,0,3,0.0,423700,0
909,10,5,3.5,4170,9090.0,4170,2008,47.5918,-122.196,5.0,9.114930187171524,2014,2.0,0,0,B,0,0,5,0.0,1450000,1
910,5,2,1.0,1060,4960.0,1060,1926,47.6896,-122.331,2.0,8.509161019718974,2014,1.0,0,0,B,0,0,2,0.0,515000,1
911,5,4,2.0,1990,4725.0,1190,1944,47.5275,-122.38,4.0,8.460622839927844,2014,1.5,0,0,CD,1,0,4,0.0,445000,0
912,10,3,2.5,1610,3517.0,1610,2005,47.4496,-122.189,3.0,8.165363632473982,2014,2.0,0,0,B,0,0,3,0.0,249900,0
913,6,2,2.0,1210,7507.0,1210,1982,47.7078,-122.234,2.0,8.923591197573002,2014,1.0,0,0,B,0,0,2,0.0,342500,0
914,10,4,2.0,1830,9610.0,1830,1963,47.695,-122.176,4.0,9.170559501964338,2014,1.0,0,0,B,0,0,4,0.0,488250,0
915,12,3,2.0,1890,6620.0,1890,1954,47.7016,-122.274,3.0,8.797850648931053,2014,1.0,0,1,CD,0,0,3,0.0,690000,1
916,12,4,1.5,1850,7547.0,1850,1960,47.3714,-122.309,4.0,8.928905412284868,2014,1.5,0,0,CD,0,0,4,0.0,245000,0
917,8,3,2.0,1390,10155.0,1130,1980,47.2575,-122.305,3.0,9.225721474014485,2014,1.0,0,0,B,1,0,3,0.0,190500,0
918,7,4,2.0,1790,7175.0,1410,1900,47.4963,-122.318,4.0,8.878358040627822,2014,1.5,0,0,B,1,0,4,0.0,179000,0
919,5,3,1.0,1700,8645.0,1700,1955,47.4899,-122.337,3.0,9.064736398117391,2014,1.0,0,0,B,0,0,3,0.0,149000,0
920,6,3,2.5,1720,99916.0,1720,1990,47.3391,-122.093,3.0,11.512085111972535,2014,2.0,0,0,CD,0,0,3,0.0,365000,0
921,9,4,3.5,3040,7125.0,2240,2002,47.492,-122.225,4.0,8.871365005136852,2014,2.0,0,1,B,1,0,4,0.0,415000,0
922,8,4,5.5,6550,115434.0,5400,2006,47.4302,-122.095,4.0,11.725695395856878,2014,1.0,0,0,B,1,0,4,0.0,1500000,1
923,5,3,2.5,1232,1130.0,1232,2007,47.7185,-122.317,3.0,7.029972911706386,2014,3.0,0,0,B,0,0,3,0.0,344000,0
924,5,4,3.5,3120,5000.0,2370,2005,47.69,-122.299,4.0,8.517193191416238,2014,2.0,0,0,B,1,0,4,0.0,799000,1
925,12,4,2.0,1950,7139.0,1150,1957,47.5121,-122.248,4.0,8.87332798950246,2014,1.0,1,1,B,1,0,4,0.0,700000,1
926,7,3,3.5,3660,66211.0,3660,2003,47.4087,-122.062,3.0,11.100601891263528,2014,2.0,0,0,B,0,0,3,0.0,920000,1
927,6,5,2.5,1870,11411.0,1170,1961,47.7445,-122.289,5.0,9.34233308143468,2014,1.0,0,0,CD,1,0,5,0.0,554000,1
928,8,3,3.5,1370,1194.0,1370,2004,47.6718,-122.388,3.0,7.085064293952548,2014,3.0,0,0,B,0,0,3,0.0,469000,0
929,7,2,2.0,1410,1005.0,900,2011,47.5446,-122.018,2.0,6.912742820493176,2014,1.5,0,0,B,1,0,2,0.0,399900,0
930,9,4,2.5,2040,5770.0,2040,1994,47.3522,-122.059,4.0,8.660427359502146,2014,2.0,0,0,B,0,0,4,0.0,250000,0
931,10,3,2.5,1350,115434.0,1350,1997,47.7369,-122.049,3.0,11.725695395856878,2014,1.0,0,0,CD,0,0,3,0.0,600000,1
932,10,4,2.5,2450,11960.0,2450,1979,47.6351,-122.06,4.0,9.389323027504624,2014,1.0,0,0,B,0,0,4,0.0,712000,1
933,6,3,3.0,2180,7519.0,1310,1981,47.6959,-122.125,3.0,8.925188429378027,2014,1.0,0,0,CD,1,0,3,5.555555555555555,568500,1
934,7,3,3.0,2090,9620.0,1340,1987,47.2741,-122.337,3.0,9.171599543659752,2014,1.0,0,0,B,1,0,3,0.0,300000,0
935,6,4,2.5,2700,9122.0,2700,1990,47.5771,-121.994,4.0,9.118444357271645,2014,2.0,0,0,B,0,0,4,0.0,652500,1
936,9,4,2.5,2160,3139.0,1080,1940,47.6662,-122.338,4.0,8.051659556841953,2014,1.0,0,0,B,1,0,4,0.0,650000,1
937,7,5,3.0,2190,4900.0,1490,1940,47.6892,-122.386,5.0,8.496990484098719,2014,2.0,0,0,A,1,0,5,0.0,588000,1
938,9,3,2.5,1640,4635.0,1540,1930,47.6793,-122.319,3.0,8.441391477999955,2014,1.5,0,0,B,1,0,3,0.0,517000,1
939,12,3,1.0,1130,9907.0,1130,1954,47.4362,-122.286,3.0,9.20099685697303,2014,1.0,0,0,B,0,0,3,0.0,179950,0
940,7,3,3.5,1740,1693.0,1360,2007,47.558,-122.382,3.0,7.4342573821331355,2014,2.0,0,0,B,1,0,3,0.0,470000,0
941,12,3,2.5,1640,12000.0,1180,1967,47.6252,-122.104,3.0,9.392661928770137,2014,1.0,0,0,B,1,0,3,0.0,575950,1
942,11,4,2.0,1980,8400.0,1330,1968,47.6721,-122.152,4.0,9.035986984831405,2014,1.0,0,0,B,1,0,4,0.0,425000,0
943,7,5,1.0,1940,8875.0,1940,1957,47.4407,-122.275,5.0,9.090993614343617,2014,1.0,0,0,B,0,0,5,0.0,300000,0
944,10,4,2.5,2520,5000.0,2520,2004,47.5524,-121.992,4.0,8.517193191416238,2014,2.0,0,0,B,0,0,4,0.0,680000,1
945,5,3,2.5,1870,7344.0,1470,1980,47.7265,-122.206,3.0,8.901638932300326,2014,1.0,0,0,B,1,0,3,0.0,455000,0
946,6,4,2.5,2720,10000.0,2720,1987,47.6293,-122.051,4.0,9.210340371976184,2014,2.0,0,0,B,0,0,4,0.0,665000,1
947,6,4,2.0,2030,18295.0,2030,1975,47.7326,-122.179,4.0,9.814383077453307,2014,1.5,0,0,CD,0,0,4,0.0,493000,0
948,6,4,2.0,2320,3825.0,1820,1926,47.6659,-122.327,4.0,8.249313746260636,2014,1.5,0,0,A,1,0,4,0.0,941000,1
949,7,3,2.0,1380,8182.0,1380,1942,47.7513,-122.349,3.0,9.009691898489343,2014,1.0,0,0,A,0,0,3,0.0,425000,0
950,8,2,0.0,1260,5800.0,1260,1939,47.6501,-122.409,2.0,8.66561319653451,2014,1.0,0,0,CD,0,0,2,0.0,661000,1
951,9,3,2.5,1820,1545.0,1640,1998,47.6523,-122.346,3.0,7.3427791893318455,2014,3.0,0,1,B,1,0,3,0.0,504500,1
952,11,3,2.0,1380,7500.0,1380,1988,47.3628,-122.045,3.0,8.922658299524402,2014,1.0,0,0,B,0,0,3,0.0,240000,0
953,8,4,2.0,1980,7840.0,990,1961,47.6226,-122.115,4.0,8.966994113344454,2014,1.0,0,0,CD,1,0,4,0.0,416000,0
954,11,4,4.0,1550,6596.0,1550,1907,47.6711,-122.398,4.0,8.794218683679489,2014,1.5,0,0,A,0,0,4,0.0,707500,1
955,10,3,2.0,1240,10956.0,1240,1987,47.3705,-122.15,3.0,9.301642530382969,2014,1.0,0,0,B,0,0,3,0.0,240000,0
956,5,3,2.5,1790,2700.0,1790,2010,47.564,-122.093,3.0,7.90100705199242,2014,2.0,0,0,B,0,0,3,0.0,509900,1
957,11,3,1.0,1840,10178.0,1040,1960,47.3979,-122.317,3.0,9.227983807148778,2014,1.0,0,0,B,1,0,3,0.0,210500,0
958,11,3,1.5,1370,7500.0,1080,1958,47.4167,-122.322,3.0,8.922658299524402,2014,1.0,0,0,B,1,0,3,0.0,203000,0
959,5,3,2.0,1300,2580.0,820,1919,47.674,-122.319,3.0,7.855544677915663,2014,1.0,0,0,A,1,0,3,0.0,462000,0
960,7,3,2.0,1680,19978.0,880,1948,47.3924,-122.308,3.0,9.902386947092095,2014,1.0,0,0,B,1,0,3,0.0,258000,0
961,10,2,1.0,1160,32251.0,580,1963,47.3537,-121.939,2.0,10.381304329495126,2014,1.0,0,0,B,1,1,2,0.0,330000,0
962,5,3,1.0,1100,17334.0,1100,1978,47.3003,-122.27,3.0,9.76042516969429,2014,1.0,0,0,B,0,0,3,5.555555555555555,139000,0
963,6,3,0.0,1890,32340.0,1890,1976,47.4137,-122.439,3.0,10.384060133131097,2014,1.5,0,1,B,0,0,3,0.0,445000,0
964,5,3,1.5,1270,1443.0,1270,2007,47.699,-122.317,3.0,7.274479558773871,2014,3.0,0,0,B,0,0,3,0.0,440000,0
965,7,4,1.0,1460,6000.0,730,1941,47.4952,-122.224,4.0,8.699514748210191,2014,1.0,0,0,CD,1,0,4,0.0,239950,0
966,7,3,1.5,1300,19163.0,1300,1964,47.6686,-122.153,3.0,9.860736615468495,2014,1.0,0,0,B,0,0,3,0.0,425000,0
967,6,4,2.5,3220,7875.0,3220,1966,47.626,-122.12,4.0,8.971448463693834,2014,1.5,0,0,CD,0,0,4,5.555555555555555,590000,1
968,8,2,1.0,960,6700.0,960,1951,47.6955,-122.357,2.0,8.809862805379057,2014,1.0,0,0,B,0,0,2,0.0,395000,0
969,7,3,2.0,1930,7200.0,1930,1929,47.5263,-121.809,3.0,8.881836305004146,2014,1.5,0,0,B,0,0,3,0.0,285000,0
970,6,4,2.5,1990,4600.0,1420,1932,47.5638,-122.38,4.0,8.433811582477187,2014,1.5,0,1,CD,1,0,4,0.0,661000,1
971,11,5,0.0,1500,3978.0,1500,1929,47.6811,-122.383,5.0,8.288534459413917,2014,2.0,0,0,B,0,0,5,0.0,549000,1
972,8,4,3.0,2800,6977.0,2800,2003,47.3542,-122.014,4.0,8.850374303939237,2014,2.0,0,0,B,0,0,4,0.0,449950,0
973,12,3,2.5,2550,4240.0,2550,2006,47.3986,-122.169,3.0,8.352318548226004,2014,2.0,0,0,B,0,0,3,0.0,325000,0
974,10,4,2.0,2090,4000.0,1480,1951,47.6751,-122.379,4.0,8.294049640102028,2014,1.0,0,0,B,1,0,4,0.0,513000,1
975,9,5,4.0,2800,9900.0,2800,1964,47.319,-122.344,5.0,9.20029003612268,2014,1.0,0,0,B,0,0,5,0.0,255000,0
976,5,3,1.0,1340,15600.0,1340,1978,47.3224,-122.143,3.0,9.655026193237628,2014,1.0,0,0,CD,0,0,3,0.0,124740,0
977,6,4,3.0,2790,5527.0,2790,2014,47.4827,-121.773,4.0,8.617400451833262,2014,2.0,0,0,B,0,0,4,0.0,483453,0
978,9,4,3.0,1670,1189.0,1427,2000,47.6182,-122.302,4.0,7.080867896690782,2014,3.0,0,0,B,1,0,4,0.0,582000,1
979,10,4,3.5,4190,10259.0,3150,2000,47.6332,-122.066,4.0,9.235910648087712,2014,2.0,0,0,B,1,0,4,0.0,1150000,1
980,10,4,4.0,3530,10935.0,3530,1992,47.3016,-122.342,4.0,9.299723933110869,2014,2.0,0,0,B,0,0,4,0.0,510000,1
981,6,3,2.5,1880,6008.0,1880,2009,47.3366,-122.052,3.0,8.700847193443972,2014,2.0,0,0,B,0,0,3,0.0,284000,0
982,8,4,2.5,3490,9030.0,3490,1969,47.3198,-122.386,4.0,9.108307646411031,2014,1.5,0,0,CD,0,0,4,0.0,414000,0
983,10,3,3.5,3220,3960.0,2760,1991,47.5909,-122.384,3.0,8.283999304248526,2014,2.0,0,1,B,1,0,3,0.0,1260000,1
984,10,3,2.5,3070,5871.0,2510,1928,47.5007,-122.223,3.0,8.677780256064185,2014,3.0,0,0,CD,1,0,3,0.0,340500,0
985,9,4,3.5,2660,5690.0,1920,2014,47.4775,-122.122,4.0,8.646465527120377,2014,2.0,0,0,B,1,0,4,0.0,549995,1
986,9,5,3.5,4180,17841.0,3160,1990,47.5618,-122.037,5.0,9.789254458374703,2014,2.0,0,1,B,1,0,5,0.0,1020000,1
987,12,4,3.0,1780,7260.0,1780,1964,47.627,-122.114,4.0,8.890135107818843,2014,1.0,0,0,CD,0,0,4,0.0,538200,1
988,8,3,0.0,2020,9718.0,2020,1956,47.574,-122.21,3.0,9.181735114965848,2014,1.0,0,0,B,0,0,3,0.0,677500,1
989,11,3,3.0,1890,2614.0,1890,1979,47.6102,-122.114,3.0,7.868636894184167,2014,2.0,0,0,CD,0,0,3,0.0,462000,0
990,10,3,3.0,2480,3240.0,1890,1929,47.6399,-122.311,3.0,8.083328608786376,2014,1.5,0,0,B,1,0,3,0.0,690000,1
991,5,4,1.0,1450,8960.0,1450,1943,47.4972,-122.348,4.0,9.100525505968976,2014,1.0,0,0,B,0,0,4,0.0,244000,0
992,11,3,2.5,1610,7187.0,1610,1988,47.3764,-122.117,3.0,8.880029117468442,2014,2.0,0,0,B,0,0,3,0.0,269950,0
993,5,2,1.0,1770,8640.0,1520,1949,47.6926,-122.363,2.0,9.064157861798101,2014,1.5,0,0,B,1,0,2,0.0,585000,1
994,8,2,1.0,1100,17817.0,620,1980,47.7728,-121.9,2.0,9.78790833668397,2014,1.0,0,0,B,1,0,2,0.0,325000,0
995,7,2,1.0,680,2550.0,680,1901,47.6767,-122.388,2.0,7.843848638152472,2014,1.0,0,0,CD,0,0,2,0.0,365000,0
996,6,2,1.0,1220,17172.0,1220,1947,47.6934,-122.163,2.0,9.751035429344451,2014,1.0,0,0,CD,0,0,2,0.0,370000,0
997,9,6,4.5,3500,8504.0,3500,1980,47.7351,-122.295,6.0,9.048291920021784,2014,2.0,0,0,B,0,0,6,0.0,350000,0
998,7,3,3.0,2680,20104.0,1820,1964,47.6304,-122.234,3.0,9.908674079223427,2014,1.0,0,0,A,1,0,3,0.0,1320000,1
999,12,3,3.5,1970,5079.0,1680,2007,47.5816,-122.296,3.0,8.532869670801245,2014,2.0,0,0,B,1,0,3,0.0,590000,1
1000,7,4,2.5,2610,5140.0,2610,2006,47.6951,-122.346,4.0,8.544808358449211,2014,2.0,0,0,B,0,0,4,0.0,674600,1
1001,7,3,2.5,1500,4445.0,1500,1996,47.5682,-122.005,3.0,8.399535147948004,2014,2.0,0,0,B,0,0,3,0.0,457500,0
1002,6,4,2.5,4290,115434.0,4290,2004,47.3585,-121.988,4.0,11.725695395856878,2014,2.0,0,0,B,0,0,4,0.0,792500,1
1003,6,3,2.5,1560,4200.0,1560,2003,47.3838,-122.026,3.0,8.34283980427146,2014,2.0,0,0,B,0,0,3,0.0,269000,0
1004,12,3,2.0,3000,5413.0,1900,1963,47.6962,-122.312,3.0,8.596558746796978,2014,2.0,0,0,CD,1,0,3,0.0,523000,1
1005,9,4,2.5,3050,32450.0,1550,1983,47.3626,-122.209,4.0,10.387455722132236,2014,1.0,0,0,CD,1,0,4,0.0,465000,0
1006,8,3,2.5,2460,5027.0,2460,2002,47.372,-122.102,3.0,8.522578663692576,2014,2.0,0,0,B,0,0,3,0.0,305000,0
1007,8,3,1.5,1250,7200.0,1250,1978,47.3678,-122.282,3.0,8.881836305004146,2014,1.0,0,0,CD,0,0,3,0.0,165000,0
1008,8,2,2.0,1250,7680.0,1250,1922,47.5242,-122.371,2.0,8.946374826141717,2014,1.0,0,0,B,0,1,2,0.0,400000,0
1009,5,6,2.5,3206,5793.0,3206,2012,47.369,-122.287,6.0,8.664405571096625,2014,2.0,0,0,B,0,0,6,0.0,375000,0
1010,11,3,2.0,1390,2688.0,1390,1915,47.6783,-122.366,3.0,7.89655270164304,2014,1.5,0,0,A,0,0,3,0.0,550000,1
1011,7,4,2.5,2230,7200.0,1300,1963,47.7648,-122.33,4.0,8.881836305004146,2014,1.0,0,0,CD,1,0,4,0.0,400000,0
1012,8,1,2.0,1010,10900.0,1010,1968,47.7391,-121.982,1.0,9.296518068217235,2014,1.0,0,0,CD,0,0,2-,0.0,283700,0
1013,12,4,1.5,1780,7914.0,1780,1962,47.5142,-122.163,4.0,8.97638862194537,2014,1.5,0,0,CD,0,0,4,0.0,372000,0
1014,9,4,3.5,2970,6587.0,2260,2014,47.4776,-122.122,4.0,8.792853288640693,2014,2.0,0,0,B,1,0,4,0.0,549995,1
1015,8,3,2.5,1640,7668.0,1640,1991,47.3505,-122.027,3.0,8.944811104165534,2014,2.0,0,0,B,0,0,3,0.0,265000,0
1016,9,3,2.5,2160,15360.0,1410,1965,47.6232,-122.138,3.0,9.639522006701663,2014,1.0,0,0,B,1,1,3,5.555555555555555,550000,1
1017,6,4,2.0,2160,4333.0,1260,1942,47.6893,-122.388,4.0,8.374015421739909,2014,1.0,0,0,CD,1,0,4,0.0,450000,0
1018,7,3,2.0,1240,11172.0,1000,1984,47.6364,-122.037,3.0,9.321165927065067,2014,1.0,0,0,B,1,0,3,0.0,401000,0
1019,11,3,2.0,1140,8263.0,1140,1950,47.7407,-122.327,3.0,9.019542996701185,2014,1.0,0,0,A,0,0,3,0.0,310000,0
1020,7,4,3.0,5470,18200.0,3730,1992,47.5316,-122.263,4.0,9.809176873064887,2014,2.0,1,1,B,1,0,4,0.0,1612500,1
1021,5,4,2.5,1890,5940.0,1470,1963,47.6316,-122.303,4.0,8.68946441235669,2014,1.0,0,1,B,1,0,4,0.0,940000,1
1022,9,3,2.5,1860,5025.0,1860,2010,47.3557,-122.059,3.0,8.522180732927277,2014,2.0,0,0,B,0,0,3,0.0,294900,0
1023,11,3,2.0,1420,1361.0,960,2014,47.5684,-122.314,3.0,7.215975002651466,2014,2.0,0,0,B,1,0,3,0.0,294000,0
1024,9,4,1.5,1800,8786.0,1330,1966,47.4982,-122.345,4.0,9.080914824535725,2014,1.0,0,0,B,1,0,4,0.0,272750,0
1025,12,3,3.5,3490,4000.0,2570,2009,47.6385,-122.281,3.0,8.294049640102028,2014,2.0,0,0,B,1,0,3,0.0,1620000,1
1026,11,2,1.0,1260,5100.0,1120,1925,47.6805,-122.384,2.0,8.536995818712418,2014,1.5,0,0,CD,1,0,2,0.0,528000,1
1027,7,3,2.5,2320,7609.0,2320,2003,47.5391,-122.069,3.0,8.937087036176523,2014,2.0,0,0,B,0,0,3,0.0,600000,1
1028,11,3,2.0,1660,8208.0,1660,1965,47.5919,-122.154,3.0,9.012864567410551,2014,1.0,0,0,CD,0,0,3,0.0,490000,0
1029,11,4,2.5,2300,41167.0,2300,1988,47.3412,-122.108,4.0,10.62539224351527,2014,2.0,0,0,B,0,0,4,0.0,392000,0
1030,5,3,3.0,1720,28000.0,1720,1958,47.4375,-122.176,3.0,10.239959789157341,2014,1.0,0,0,CD,0,0,3,0.0,326000,0
1031,7,5,2.0,1900,5470.0,1180,1930,47.6666,-122.303,5.0,8.607033895416027,2014,1.0,0,0,B,1,1,5,0.0,667000,1
1032,8,2,1.0,770,5200.0,770,1969,47.3627,-122.087,2.0,8.556413904569519,2014,1.0,0,0,A,0,0,2,0.0,176000,0
1033,5,3,2.5,1410,1377.0,1290,2005,47.5342,-122.067,3.0,7.227662498728654,2014,2.0,0,0,B,1,0,3,0.0,377500,0
1034,9,3,2.0,2870,95396.0,1350,1980,47.4834,-122.001,3.0,11.46579192783617,2014,1.0,0,0,CD,1,0,3,0.0,560000,1
1035,9,3,3.0,2050,3320.0,1580,1927,47.6719,-122.301,3.0,8.107720061910534,2014,1.5,0,0,CD,1,0,3,0.0,613200,1
1036,8,3,1.0,1130,9147.0,1130,1952,47.7006,-122.197,3.0,9.121181235656364,2014,1.0,0,0,A,0,0,3,0.0,426000,0
1037,8,6,2.5,2420,11662.0,1420,1965,47.4459,-122.278,6.0,9.364090971782101,2014,1.0,0,1,CD,1,0,6,0.0,376000,0
1038,8,4,2.0,2360,7440.0,1180,1955,47.5044,-122.245,4.0,8.914626127827137,2014,1.0,0,0,B,1,0,4,0.0,300000,0
1039,7,3,2.5,2550,4954.0,1850,1924,47.5758,-122.287,3.0,8.507950610049305,2014,1.5,0,0,CD,1,0,3,0.0,675000,1
1040,11,3,2.5,1790,11393.0,1790,1978,47.6297,-122.099,3.0,9.340754410698116,2014,1.0,0,0,B,0,0,3,0.0,493000,0
1041,12,4,3.0,2400,3844.0,1200,1974,47.7027,-122.347,4.0,8.254268770090183,2014,1.0,0,0,A,1,0,4,0.0,403500,0
1042,11,2,1.0,970,8874.0,970,1968,47.4943,-122.178,2.0,9.090880931938855,2014,1.0,0,0,B,0,0,2,0.0,210000,0
1043,9,0,2.5,1810,5669.0,1810,2003,47.3493,-122.053,0.0,8.642768014324304,2014,2.0,0,0,B,0,0,2-,0.0,240000,0
1044,7,4,2.0,2150,9000.0,1110,1966,47.6812,-122.113,4.0,9.104979856318357,2014,1.0,0,0,CD,1,0,4,0.0,550000,1
1045,8,5,2.5,2990,7292.0,2990,1990,47.3604,-122.091,5.0,8.894533135798554,2014,2.0,0,0,CD,0,0,5,0.0,339950,0
1046,8,2,0.0,1130,11429.0,1130,1956,47.4526,-122.284,2.0,9.343909263897597,2014,1.0,0,0,B,0,0,2,0.0,204950,0
1047,8,3,2.5,1480,1026.0,1480,2014,47.6536,-122.354,3.0,6.933423025730715,2014,3.0,0,0,B,0,0,3,0.0,580000,1
1048,11,5,0.0,3370,4850.0,3370,2007,47.5078,-122.169,5.0,8.48673398393153,2014,2.0,0,0,B,0,0,5,0.0,540000,1
1049,6,4,2.5,2550,4770.0,2550,2005,47.3526,-122.0,4.0,8.470101583882387,2014,2.0,0,0,B,0,0,4,0.0,371000,0
1050,7,3,2.0,1790,7485.0,1330,1979,47.3118,-122.34,3.0,8.920656296853728,2014,1.0,0,0,CD,1,0,3,0.0,263000,0
1051,6,2,0.0,1370,5125.0,1370,1944,47.6926,-122.346,2.0,8.54188580400661,2014,1.0,0,0,A,0,0,2,0.0,409950,0
1052,8,5,4.0,4960,13990.0,3760,2001,47.5491,-122.137,5.0,9.546098067659527,2014,2.0,0,1,B,1,0,5,0.0,1355000,1
1053,11,3,2.0,1280,960.0,1040,2014,47.602,-122.311,3.0,6.866933284461882,2014,2.0,0,0,B,1,0,3,0.0,549900,1
1054,8,3,3.5,1510,1125.0,1510,2006,47.6711,-122.39,3.0,7.025538314638521,2014,3.0,0,0,B,0,0,3,0.0,530000,1
1055,8,3,2.5,3440,18167.0,3440,1991,47.2909,-122.342,3.0,9.807362040438745,2014,2.0,0,0,B,0,0,3,0.0,610000,1
1056,11,29,3.0,2580,5511.0,2580,1999,47.4286,-122.185,5.0,8.614501373883236,2014,2.0,0,0,B,0,0,6+,5.555555555555555,370000,0
1057,10,3,2.5,2690,8577.0,2690,1987,47.3026,-122.351,3.0,9.056839480990421,2014,2.0,0,0,B,0,0,3,0.0,340000,0
1058,12,3,2.0,1900,7076.0,1130,1977,47.7569,-122.326,3.0,8.864464055279676,2014,1.0,0,0,B,1,0,3,0.0,315000,0
1059,12,3,1.5,1310,10491.0,1310,1969,47.3682,-122.148,3.0,9.258273025731485,2014,1.0,0,0,CD,0,0,3,0.0,225000,0
1060,5,2,1.0,1270,3008.0,650,1923,47.5351,-122.279,2.0,8.00903068506973,2014,1.0,0,0,CD,1,0,2,0.0,235000,0
1061,10,3,1.0,1340,4000.0,1340,1927,47.6652,-122.288,3.0,8.294049640102028,2014,1.5,0,0,CD,0,0,3,0.0,621000,1
1062,9,2,1.0,840,10465.0,840,1951,47.755,-122.317,2.0,9.2557916348801,2014,1.0,0,0,B,0,0,2,0.0,295000,0
1063,9,4,2.5,3450,17400.0,2180,1964,47.5969,-122.206,4.0,9.764225485202621,2014,1.5,0,0,CD,1,0,4,0.0,1388000,1
1064,11,1,1.0,560,5700.0,560,1947,47.511,-122.359,1.0,8.648221453822641,2014,1.0,0,0,B,0,0,2-,0.0,106000,0
1065,12,3,2.0,1360,2500.0,730,1986,47.6753,-122.363,3.0,7.824046010856292,2014,1.0,0,0,B,1,0,3,0.0,499950,0
1066,10,2,1.0,1060,16988.0,1060,1954,47.4305,-122.157,2.0,9.740262491433162,2014,1.0,0,0,B,0,0,2,0.0,151600,0
1067,11,3,1.0,1320,11090.0,1320,1955,47.7748,-122.304,3.0,9.313799080344413,2014,1.0,0,0,B,0,0,3,0.0,275000,0
1068,8,3,1.0,1150,4681.0,1150,1955,47.7284,-122.336,3.0,8.45126704130007,2014,1.0,0,0,B,0,0,3,0.0,358000,0
1069,6,4,2.5,2300,7989.0,2300,1990,47.6273,-122.034,4.0,8.985820874482043,2014,2.0,0,0,B,0,0,4,0.0,560000,1
1070,9,3,1.5,1790,115434.0,1790,1987,47.2309,-122.009,3.0,11.725695395856878,2014,2.0,0,1,B,0,0,3,0.0,475000,0
1071,5,4,3.5,4380,74052.0,4380,2001,47.6587,-122.009,4.0,11.212522828109067,2014,1.0,0,0,B,0,0,4,0.0,1300000,1
1072,7,2,2.5,2290,9772.0,2290,2007,47.7199,-122.025,2.0,9.187276432377631,2014,1.0,0,0,B,0,0,2,0.0,737000,1
1073,9,4,2.5,2190,4104.0,1410,1928,47.6419,-122.306,4.0,8.319717386850606,2014,2.0,0,0,A,1,0,4,5.555555555555555,808000,1
1074,10,3,1.0,860,6664.0,860,1944,47.4931,-122.247,3.0,8.804475183846678,2014,1.0,0,0,B,0,0,3,0.0,219900,0
1075,10,3,1.5,1610,10291.0,1610,1961,47.2025,-121.999,3.0,9.239025005836092,2014,1.0,0,0,CD,0,0,3,0.0,262500,0
1076,5,3,1.0,1370,7500.0,1370,1960,47.6499,-121.915,3.0,8.922658299524402,2014,1.0,0,0,B,0,0,3,0.0,307000,0
1077,8,4,2.5,4010,37076.0,4010,1990,47.7139,-122.106,4.0,10.520725138995724,2014,2.0,0,0,CD,0,0,4,0.0,1325000,1
1078,12,4,1.0,1190,7620.0,1190,1926,47.5281,-122.348,4.0,8.938531648680692,2014,1.5,0,0,B,0,0,4,0.0,312000,0
1079,6,4,2.5,3340,12248.0,2470,1998,47.5858,-122.379,4.0,9.41311793733752,2014,2.0,0,1,B,1,0,4,0.0,870000,1
